,Unnamed: 0,results,wind,athlete,birth_year,nationality,race,place,venue,date,rs
159,159,10.77,-0.7,Rosario LA MASTRA,84,ITA,F1,8.0,"Letzigrund, Zürich (SUI)",30.08,959
160,160,10.84,0.5,Sam EFFAH,88,CAN,F2,7.0,"Stadio Olimpico, Roma (ITA)",31.05,934
161,161,10.85,0.5,Jerrel FELLER,87,NED,F2,8.0,"Stadio Olimpico, Roma (ITA)",31.05,931
162,162,10.86,-0.7,Rolf FONGUÉ,87,SUI,F2,9.0,"Letzigrund, Zürich (SUI)",30.08,932
163,163,10.87,-0.7,Steven GUGERLI,85,SUI,F1,9.0,"Letzigrund, Zürich (SUI)",30.08,929
164,164,10.99,1.0,Alan DE MEULEMEESTER,95,BEL,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,889
165,165,11.19,1.0,Lionel DEGAVRE,95,BEL,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,831
166,166,11.2,0.7,Judel KIBONDO,86,SWE,F,6.0,"Olympiastadion, Stockholm (SWE)",17.08,828
167,167,11.27,1.0,Dries DAVID,95,BEL,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,808
168,168,11.29,1.0,Jan DULLERS,95,BEL,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,803
169,169,11.31,1.0,Tiemen TACK,96,BEL,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,797
170,170,11.31,1.0,Sacha JONCKERS,95,BEL,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,797
171,171,11.32,1.0,Bert LEROY,96,BEL,F,7.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,794
172,172,11.41,1.0,Tibo HOEBRECHTS,95,BEL,F,8.0,"Boudewijnstadion, Bruxelles (BEL)",7.09,769
0,0,9.8,0.6,Usain BOLT,86,JAM,F,1.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1276
1,1,9.85,0.2,Usain BOLT,86,JAM,F1,1.0,"Olympic Stadium, London (GBR)",26.07,1259
2,2,9.9,-0.3,Usain BOLT,86,JAM,F,1.0,"Letzigrund, Zürich (SUI)",29.08,1242
3,3,9.9,0.6,Michael RODGERS,85,USA,F,2.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1241
4,4,9.94,0.8,Justin GATLIN,82,USA,F1,1.0,"Stadio Olimpico, Roma (ITA)",6.06,1227
5,5,9.94,-0.4,Justin GATLIN,82,USA,F,1.0,"Stade Louis II, Monaco (MON)",19.07,1229
6,6,9.94,-0.3,Nickel ASHMEADE,90,JAM,F,2.0,"Letzigrund, Zürich (SUI)",29.08,1228
7,7,9.94,0.6,Nesta CARTER,85,JAM,F,3.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1227
8,8,9.94,0.6,Justin GATLIN,82,USA,F,4.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1227
9,9,9.95,0.8,Usain BOLT,86,JAM,F1,2.0,"Stadio Olimpico, Roma (ITA)",6.06,1224
10,10,9.96,2.0,Michael RODGERS,85,USA,F,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1220
11,11,9.96,-0.4,Dentarius LOCKE,89,USA,F,2.0,"Stade Louis II, Monaco (MON)",19.07,1222
12,12,9.96,-0.3,Justin GATLIN,82,USA,F,3.0,"Letzigrund, Zürich (SUI)",29.08,1221
13,13,9.97,1.2,Justin GATLIN,82,USA,F,1.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1217
14,14,9.97,2.0,Kim COLLINS,76,SKN,F,2.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1217
15,15,9.98,0.2,Michael RODGERS,85,USA,F1,2.0,"Olympic Stadium, London (GBR)",26.07,1213
16,16,9.98,-0.3,Jimmy VICAUT,92,FRA,F,4.0,"Letzigrund, Zürich (SUI)",29.08,1214
17,17,9.98,0.6,Kemar BAILEY-COLE,92,JAM,F,5.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1213
18,18,9.99,1.2,Michael RODGERS,85,USA,F,2.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1210
19,19,9.99,1.2,Nesta CARTER,85,JAM,F,3.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1210
20,20,9.99,0.8,Nesta CARTER,85,JAM,F,1.0,"Alexander Stadium, Birmingham (GBR)",30.06,1210
21,21,9.99,-0.4,Jimmy VICAUT,92,FRA,F,3.0,"Stade Louis II, Monaco (MON)",19.07,1212
22,22,9.99,0.2,Nesta CARTER,85,JAM,F1,3.0,"Olympic Stadium, London (GBR)",26.07,1210
23,23,10.0,-0.3,Michael RODGERS,85,USA,F,5.0,"Letzigrund, Zürich (SUI)",29.08,1207
24,24,10.01,-0.3,Nesta CARTER,85,JAM,F,6.0,"Letzigrund, Zürich (SUI)",29.08,1204
25,25,10.02,0.8,Jimmy VICAUT,92,FRA,F1,3.0,"Stadio Olimpico, Roma (ITA)",6.06,1199
26,26,10.02,-0.3,Kemar BAILEY-COLE,92,JAM,F,7.0,"Letzigrund, Zürich (SUI)",29.08,1200
27,27,10.03,0.8,James DASAOLU,87,GBR,F,2.0,"Alexander Stadium, Birmingham (GBR)",30.06,1196
28,28,10.03,1.7,Churandy MARTINA,84,NED,F,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1196
29,29,10.03,0.2,Kim COLLINS,76,SKN,F1,4.0,"Olympic Stadium, London (GBR)",26.07,1196
30,30,10.03,0.6,Jimmy VICAUT,92,FRA,F,6.0,"Boudewijnstadion, Bruxelles (BEL)",6.09,1196
31,31,10.04,1.2,Kim COLLINS,76,SKN,F,4.0,"Suhaim bin Hamad Stadium, Doha (QAT)",10.05,1193
32,32,10.04,0.8,Michael RODGERS,85,USA,F1,4.0,"Stadio Olimpico, Roma (ITA)",6.06,1193
33,33,10.05,-1.3,James DASAOLU,87,GBR,H2,1.0,"Alexander Stadium, Birmingham (GBR)",30.06,1196
34,34,10.05,2.0,Nickel ASHMEADE,90,JAM,F,3.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1189
35,35,10.05,2.0,Kemar BAILEY-COLE,92,JAM,F,4.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",4.07,1189
36,36,10.06,0.8,Kim COLLINS,76,SKN,F,3.0,"Alexander Stadium, Birmingham (GBR)",30.06,1186
37,37,10.06,-0.3,Adam GEMILI,93,GBR,F,8.0,"Letzigrund, Zürich (SUI)",29.08,1187
38,38,10.07,0.8,Kim COLLINS,76,SKN,F1,5.0,"Stadio Olimpico, Roma (ITA)",6.06,1182
